Specimen ID,Data Source,Order,Family,Genus,Species,Voucher specimen,Specimen barcode,Collection date,Country of origin,Material sampled,No. of genes recovered,No. of bp recovered,Fasta file url
179,PAFTOL,Fabales,Fabaceae,Humularia,Humularia corbisieri,"Symoens, J.J. 14132 (K)",K000556955,1971,Congo (the),Herbarium,335,160656,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617912.Humularia_corbisieri.a353.fasta
181,PAFTOL,Fabales,Fabaceae,Schleinitzia,Schleinitzia insularum,"Rinehart, A. 17441 (K)",K000556954,1988,Guam,Herbarium,349,219360,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033230.Schleinitzia_insularum.a353.fasta
183,PAFTOL,Crossosomatales,Crossosomataceae,Crossosoma,Crossosoma californicum,Beier s.n.; 5922 (K),,,,Herbarium,343,207654,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451089.Crossosoma_californicum.a353.fasta
184,PAFTOL,Asparagales,Orchidaceae,Oncidium,Oncidium sphacelatum,"Chase, M.W. 8003 (K)",,,,Herbarium,305,106653,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033231.Oncidium_sphacelatum.a353.fasta
186,PAFTOL,Fabales,Fabaceae,Bobgunnia,Bobgunnia madagascariensis,"Smith, P.P. 1725 (K)",K000556953,1998,Zambia,Herbarium,340,173787,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617913.Bobgunnia_madagascariensis.a353.fasta
198,PAFTOL,Asparagales,Orchidaceae,Chloraea,Chloraea magellanica,"Ryan, A. 1 (K)",,,,DNA bank,262,77649,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033232.Chloraea_magellanica.a353.fasta
201,PAFTOL,Cornales,Hydrostachyaceae,Hydrostachys,Hydrostachys multifida,"Baker, W.J. 1025 (K)",,,,Silica dried,341,176259,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180062.Hydrostachys_multifida.a353.fasta
209,PAFTOL,Malpighiales,Achariaceae,Baileyoxylon,Baileyoxylon lanceolatum,"Hyland, B. 3444R (K)",K000370310,1976,Australia,Herbarium,349,204132,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617914.Baileyoxylon_lanceolatum.a353.fasta
211,PAFTOL,Solanales,Sphenocleaceae,Sphenoclea,Sphenoclea zeylanica,B G Bonn s.n.; 6864 (K),,,,Herbarium,350,218511,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180212.Sphenoclea_zeylanica.a353.fasta
212,PAFTOL,Ceratophyllales,Ceratophyllaceae,Ceratophyllum,Ceratophyllum demersum,"Sheahan, M-C. s.n.; 7011 (K)",,2000,,Silica dried,282,95607,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451107.Ceratophyllum_demersum.a353.fasta
215,PAFTOL,Fabales,Fabaceae,Stauracanthus,Stauracanthus boivinii,"Chase, M.W. 9921 (K)",K000556909,2000,Portugal,Herbarium,347,209439,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617915.Stauracanthus_boivinii.a353.fasta
217,PAFTOL,Amborellales,Amborellaceae,Amborella,Amborella trichopoda,Qiu 97123 (K),,,,DNA bank,341,251940,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451104.Amborella_trichopoda.a353.fasta
219,PAFTOL,Fabales,Fabaceae,Trischidium,Trischidium limae,"Beck, S.G.; Zonta, A.; Medina, L.; Pardo, G.; Puri, M. 20319 (K)",K000556959,1991,Bolivia (Plurinational State of),Herbarium,342,175767,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617916.Trischidium_limae.a353.fasta
221,PAFTOL,Asparagales,Orchidaceae,Cypripedium,Cypripedium calceolus,"Chase, M.W. 9484 (K)",,,,DNA bank,186,46194,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033233.Cypripedium_calceolus.a353.fasta
223,PAFTOL,Poales,Cyperaceae,Carex,Carex tibetikobresia,"Zhang, S. R. 212 (K)",,,,DNA bank,319,142152,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034626.Carex_tibetikobresia.a353.fasta
224,PAFTOL,Sapindales,Sapindaceae,Acer,Acer campestre,Fay 407 (K),,2000,,Silica dried,349,210939,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033234.Acer_campestre.a353.fasta
225,PAFTOL,Asparagales,Orchidaceae,Aeranthes,Aeranthes grandiflora,"Berg, C. van den 367 (K)",,,,DNA bank,299,114024,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033235.Aeranthes_grandiflora.a353.fasta
226,PAFTOL,Asparagales,Iridaceae,Moraea,Moraea galpinii,"Goldblatt, P. 11251 (K)",,,,DNA bank,288,77565,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617917.Moraea_galpinii.a353.fasta
227,PAFTOL,Alismatales,Aponogetonaceae,Aponogeton,Aponogeton distachyos,M Buzgo 981 (K),,,,DNA bank,273,84447,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180034.Aponogeton_distachyos.a353.fasta
240,PAFTOL,Alismatales,Butomaceae,Butomus,Butomus umbellatus,"Chase, M.W. 12016 (K)",,,,Live plant,340,160218,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451111.Butomus_umbellatus.a353.fasta
241,PAFTOL,Caryophyllales,Gisekiaceae,Gisekia,Gisekia africana,G Germhuizen 2382 (K),,,,Herbarium,346,183624,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672048.Gisekia_africana.a353.fasta
242,PAFTOL,Caryophyllales,Lophiocarpaceae,Lophiocarpus,Lophiocarpus polystachyus,B de Winter 3156 (K),,,,Silica dried,339,164637,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672049.Lophiocarpus_polystachyus.a353.fasta
244,PAFTOL,Caryophyllales,Stegnospermataceae,Stegnosperma,Stegnosperma cubense,G Herrera 7343 (K),,,,Silica dried,333,152118,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672050.Stegnosperma_cubense.a353.fasta
246,PAFTOL,Caryophyllales,Limeaceae,Limeum,Limeum aethiopicum,L Hugo 2376 (K),,,,Herbarium,343,193185,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672051.Limeum_aethiopicum.a353.fasta
248,PAFTOL,Asparagales,Iridaceae,Chasmanthe,Chasmanthe aethiopica,"Chase, M.W. I-3 (K)",,,,DNA bank,329,149400,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617918.Chasmanthe_aethiopica.a353.fasta
249,PAFTOL,Asparagales,Iridaceae,Crocus,Crocus pulchellus,"Chase, M.W. I-19 (K)",,,,Silica dried,326,129870,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617919.Crocus_pulchellus.a353.fasta
250,PAFTOL,Asparagales,Iridaceae,Dierama,Dierama sp.,"Goldblatt, P.;  Manning, J.C. 9536 (K)",,,,DNA bank,333,157869,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617920.Dierama_sp.a353.fasta
251,PAFTOL,Asparagales,Iridaceae,Ennealophus,Ennealophus euryandrus,Solomon 9972 (K),,,,DNA bank,333,142953,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617921.Ennealophus_euryandrus.a353.fasta
252,PAFTOL,Asparagales,Iridaceae,Gelasine,Gelasine elongata,"Goldblatt, P. 5925 (K)",,,,DNA bank,325,139050,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617922.Gelasine_elongata.a353.fasta
253,PAFTOL,Asparagales,Iridaceae,Gladiolus,Gladiolus decoratus,"Goldblatt, P. 9098 (K)",,,,DNA bank,338,154734,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617923.Gladiolus_decoratus.a353.fasta
254,PAFTOL,Asparagales,Iridaceae,Iris,Iris humilis,"Chase, M.W. I-108 (K)",,,,Silica dried,306,83856,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617924.Iris_humilis.a353.fasta
257,PAFTOL,Asparagales,Iridaceae,Schizorhiza,Schizorhiza neglecta,"Goldblatt, P.;  Manning, J.C. 9489 (K)",,,,DNA bank,331,156204,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617925.Schizorhiza_neglecta.a353.fasta
258,PAFTOL,Asparagales,Iridaceae,Ixia,Ixia scillaris,"Goldblatt, P. s.n.; 9787 (K)",,,,DNA bank,339,165678,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617926.Ixia_scillaris.a353.fasta
261,PAFTOL,Asparagales,Iridaceae,Pillansia,Pillansia templemannii,Bean s.n.; 9795 (K),,,,DNA bank,336,169677,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617927.Pillansia_templemannii.a353.fasta
263,PAFTOL,Asparagales,Iridaceae,Romulea,Romulea monadelpha,"Goldblatt, P. 6230 (K)",,,,DNA bank,336,174186,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617928.Romulea_monadelpha.a353.fasta
264,PAFTOL,Asparagales,Iridaceae,Syringodea,Syringodea bifucata,Davidson 3108 (K),,,,DNA bank,338,159291,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617929.Syringodea_bifucata.a353.fasta
265,PAFTOL,Asparagales,Iridaceae,Trimezia,Trimezia steyermarkii,"Goldblatt, P. 1245 (K)",,,,DNA bank,336,158037,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617930.Trimezia_steyermarkii.a353.fasta
267,PAFTOL,Asparagales,Iridaceae,Crocosmia,Crocosmia mathewsiana,"Goldblatt, P.;  Manning, J.C. 9830 (K)",,,,DNA bank,319,94872,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617931.Crocosmia_mathewsiana.a353.fasta
268,PAFTOL,Asparagales,Iridaceae,Ferraria,Ferraria crispa,"Goldblatt, P.;  Manning, J.C. 9732 (K)",,,,DNA bank,330,112143,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617932.Ferraria_crispa.a353.fasta
269,PAFTOL,Asparagales,Iridaceae,Geissorhiza,Geissorhiza heterostyla,"Goldblatt, P.;  Manning, J.C. 9668 (K)",,,,DNA bank,328,146319,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617933.Geissorhiza_heterostyla.a353.fasta
270,PAFTOL,Asparagales,Iridaceae,Hesperantha,Hesperantha pseudopilosa,"Goldblatt, P.;  Manning, J.C. 9677 (K)",,,,DNA bank,328,139971,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617934.Hesperantha_pseudopilosa.a353.fasta
271,PAFTOL,Asparagales,Iridaceae,Ixia,Ixia latifolia,"Goldblatt, P.;  Manning, J.C. 9594 (K)",,,,DNA bank,338,162156,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617935.Ixia_latifolia.a353.fasta
272,PAFTOL,Asparagales,Iridaceae,Savannosiphon,Savannosiphon euryphylla,Bolnick s.n.; 9828 (K),,,,DNA bank,329,127281,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617936.Savannosiphon_euryphylla.a353.fasta
273,PAFTOL,Asparagales,Iridaceae,Sparaxis,Sparaxis variegata,"Goldblatt, P.;  Manning, J.C. 9611 (K)",,,,DNA bank,339,174363,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617937.Sparaxis_variegata.a353.fasta
274,PAFTOL,Asparagales,Iridaceae,Tritonia,Tritonia marlothii,"Goldblatt, P.;  Manning, J.C. 948 (K)",,,,DNA bank,333,160932,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617938.Tritonia_marlothii.a353.fasta
275,PAFTOL,Asparagales,Iridaceae,Calydorea,Calydorea pallens,"Goldblatt, P. 9579 (K)",,,,DNA bank,325,127656,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617939.Calydorea_pallens.a353.fasta
276,PAFTOL,Asparagales,Iridaceae,Cipura,Cipura campanulata,Henrich 143 (K),,,,DNA bank,321,119418,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617940.Cipura_campanulata.a353.fasta
277,PAFTOL,Asparagales,Iridaceae,Eleutherine,Eleutherine latifolia,"Goldblatt, P. 9072 (K)",,,,DNA bank,333,145647,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617941.Eleutherine_latifolia.a353.fasta
278,PAFTOL,Asparagales,Iridaceae,Herbertia,Herbertia pulchella,"Goldblatt, P. s.n.; 9840 (K)",,,,DNA bank,327,132672,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617942.Herbertia_pulchella.a353.fasta
279,PAFTOL,Asparagales,Iridaceae,Hesperoxiphion,Hesperoxiphion peruvianum,"Goldblatt, P. s.n.; 9841 (K)",,,,DNA bank,328,139206,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617943.Hesperoxiphion_peruvianum.a353.fasta
280,PAFTOL,Asparagales,Iridaceae,Trimezia,Trimezia northiana,Solomon 6950 (K),,,,DNA bank,321,127032,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617944.Trimezia_northiana.a353.fasta
282,PAFTOL,Asparagales,Iridaceae,Libertia,Libertia ixioides,"Chase, M.W. I-218 (K)",,,,Silica dried,337,164643,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617945.Libertia_ixioides.a353.fasta
283,PAFTOL,Asparagales,Iridaceae,Diplarrena,Diplarrena latifolia,"Chase, M.W. I-220 (K)",,,,Silica dried,343,171870,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033237.Diplarrena_latifolia.a353.fasta
286,PAFTOL,Asparagales,Iridaceae,Thereianthus,Thereianthus juncifolius,"Goldblatt, P. 10455 (K)",,,,DNA bank,312,102435,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617946.Thereianthus_juncifolius.a353.fasta
287,PAFTOL,Asparagales,Iridaceae,Micranthus,Micranthus plantagineus,"Goldblatt, P. 10451 (K)",,,,DNA bank,333,158304,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617947.Micranthus_plantagineus.a353.fasta
288,PAFTOL,Asparagales,Iridaceae,Orthrosanthus,Orthrosanthus chimboracensis,"Chase, M.W. I-231 (K)",,,,Silica dried,331,156024,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617948.Orthrosanthus_chimboracensis.a353.fasta
290,PAFTOL,Asparagales,Iridaceae,Tigridia,Tigridia pavonia,"Chase, M.W. I-242 (K)",,,,Silica dried,312,114276,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617949.Tigridia_pavonia.a353.fasta
291,PAFTOL,Asparagales,Iridaceae,Olsynium,Olsynium filifolium,"Chase, M.W. I-243 (K)",,,,Silica dried,314,110664,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617950.Olsynium_filifolium.a353.fasta
292,PAFTOL,Asparagales,Orchidaceae,Coelia,Coelia triptera,"Chase, M.W. 82189 (K)",,,,DNA bank,314,134718,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033238.Coelia_triptera.a353.fasta
293,PAFTOL,Asparagales,Orchidaceae,Catasetum,Catasetum discolor,FP630 (K),,,,DNA bank,262,81243,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033239.Catasetum_discolor.a353.fasta
294,PAFTOL,Asparagales,Orchidaceae,Phragmipedium,Phragmipedium caudatum,RBG Kew DNA Bank 10190,,,,DNA bank,184,42720,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033240.Phragmipedium_caudatum.a353.fasta
295,PAFTOL,Asparagales,Orchidaceae,Eriopsis,Eriopsis rutidobulbon,Whitten F-228 (K),,,,DNA bank,269,80229,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033241.Eriopsis_rutidobulbon.a353.fasta
296,PAFTOL,Asparagales,Orchidaceae,Earina,Earina autumnalis,"Chase, M.W. 89003 (K)",,,,DNA bank,306,122928,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033242.Earina_autumnalis.a353.fasta
297,PAFTOL,Asparagales,Orchidaceae,Dilomilis,Dilomilis montana,"Chase, M.W. 84428 (K)",,,,DNA bank,308,112206,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033243.Dilomilis_montana.a353.fasta
300,PAFTOL,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,RBG Kew DNA Bank 10608,,,,DNA bank,287,93663,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006132.Zygopetalum_maculatum.a353.fasta
301,PAFTOL,Asparagales,Orchidaceae,Agrostophyllum,Agrostophyllum majus,"Chase, M.W. O-562 (K)",,,,Silica dried,258,73116,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006133.Agrostophyllum_majus.a353.fasta
302,PAFTOL,Asparagales,Orchidaceae,Chysis,Chysis bractescens,"Chase, M.W. O-558 (K)",,,,Herbarium,298,109203,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006134.Chysis_bractescens.a353.fasta
305,PAFTOL,Asparagales,Orchidaceae,Thelymitra,Thelymitra antennifera,Kingsley Dixon s.n.; 10883 (K),,,,DNA bank,290,106113,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006135.Thelymitra_antennifera.a353.fasta
308,PAFTOL,Asparagales,Orchidaceae,Bletia,Bletia parkinsonii,V.Sosa 1345 (K),,,,DNA bank,325,142653,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006136.Bletia_parkinsonii.a353.fasta
310,PAFTOL,Asparagales,Orchidaceae,Cymbidium,Cymbidium aloifolium,"Chase, M.W. O-1464 (K)",,,,DNA bank,277,88260,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006137.Cymbidium_aloifolium.a353.fasta
316,PAFTOL,Malpighiales,Elatinaceae,Elatine,Elatine hexandra,"Chase, M.W. 12361 (K)",,2005,,Silica dried,347,189702,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180069.Elatine_hexandra.a353.fasta
318,PAFTOL,Poales,Cyperaceae,Trichophorum,Trichophorum sp.,S. Laegaard et. al. 21574 (K),,,,DNA bank,328,145812,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5084245.Trichophorum_sp.a353.fasta
319,PAFTOL,Poales,Cyperaceae,Phylloscirpus,Phylloscirpus sp.,S. Laegaard et. al. 21519 (K),,,,DNA bank,330,150597,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5084246.Phylloscirpus_sp.a353.fasta
320,PAFTOL,Poales,Cyperaceae,Amphiscirpus,Amphiscirpus nevadensis,Charpin & Novara AC 20572 (K),,,,DNA bank,301,101742,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033244.Amphiscirpus_nevadensis.a353.fasta
322,PAFTOL,Asparagales,Orchidaceae,Xerorchis,Xerorchis amazonica,"Maas, P.J.M. et al. 9066 (K)",,,,DNA bank,249,72162,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006138.Xerorchis_amazonica.a353.fasta
324,PAFTOL,Brassicales,Caricaceae,Cylicomorpha,Cylicomorpha parviflora,"Smith, S.A.L., Beentje, H.J.;  Muasya, A.M. 288 (K)",,,,DNA bank,342,194184,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180126.Cylicomorpha_parviflora.a353.fasta
326,PAFTOL,Fabales,Fabaceae,Dicraeopetalum,Dicraeopetalum mahafaliense,"Du Puy, D.J.; Dreyer, L.L.; Andriantiana, J.; Rakotobe, A. s.n.; 12669 (K)",K000556960,1997,Madagascar,Herbarium,346,216690,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617951.Dicraeopetalum_mahafaliense.a353.fasta
327,PAFTOL,Fabales,Fabaceae,Xanthocercis,Xanthocercis madagascariensis,"Du Puy, D.J.; Andriantiana, J.; Andrianantoanina, O. s.n.; 12712 (K)",K000556961,1994,Madagascar,Herbarium,347,214548,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617952.Xanthocercis_madagascariensis.a353.fasta
328,PAFTOL,Asparagales,Orchidaceae,Tainia,Tainia speciosa,J. Hermans 5434 (K),,,,DNA bank,245,71805,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034627.Tainia_speciosa.a353.fasta
330,PAFTOL,Poales,Cyperaceae,Androtrichum,Androtrichum trigynum,Goetghebeur 4764 (K),,,,DNA bank,336,147213,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033245.Androtrichum_trigynum.a353.fasta
333,PAFTOL,Fagales,Myricaceae,Comptonia,Comptonia peregrina,"Chase, M.W.;  Fay, M. 14586 (K)",,2002,,Silica dried,346,209967,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006139.Comptonia_peregrina.a353.fasta
334,PAFTOL,Ericales,Sladeniaceae,Sladenia,Sladenia celastrifolia,Sun Hang 9 (K),,,,DNA bank,344,191961,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180010.Sladenia_celastrifolia.a353.fasta
337,PAFTOL,Poales,Cyperaceae,Chorizandra,Chorizandra cymbaria,Wilson 9738 (K),,,,DNA bank,334,153594,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033246.Chorizandra_cymbaria.a353.fasta
339,PAFTOL,Canellales,Canellaceae,Warburgia,Warburgia salutaris,"Chase, M.W. 9647 (K)",K001069457,2000,,DNA bank,333,152709,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180155.Warburgia_salutaris.a353.fasta
345,PAFTOL,Asparagales,Orchidaceae,Aerides,Aerides odorata,"Chase, M.W. 15081 (K)",,,,DNA bank,301,121242,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006140.Aerides_odorata.a353.fasta
346,PAFTOL,Cornales,Grubbiaceae,Grubbia,Grubbia rosmarinifolia,"Manning, J.C. s.n.; 14877 (K)",,2000,,Silica dried,350,220101,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180150.Grubbia_rosmarinifolia.a353.fasta
347,PAFTOL,Poales,Thurniaceae,Prionium,Prionium serratum,"Fay, M.F. s.n.; 14880 (K)",K001069464,,,Silica dried,257,50118,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180159.Prionium_serratum.a353.fasta
348,PAFTOL,Asparagales,Iridaceae,Nivenia,Nivenia stokoei,RBG Kew DNA Bank 14954,,2000,,Silica dried,344,196806,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180174.Nivenia_stokoei.a353.fasta
352,PAFTOL,Malpighiales,Goupiaceae,Goupia,Goupia glabra,Prevost 3031 (K),,,,Herbarium,350,222597,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180059.Goupia_glabra.a353.fasta
353,PAFTOL,Asparagales,Orchidaceae,Adrorhizon,Adrorhizon purpurascens,"Chase, M.W. 15745 (K)",,2003,,DNA bank,268,83169,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006141.Adrorhizon_purpurascens.a353.fasta
355,PAFTOL,Arecales,Arecaceae,Ceroxylon,Ceroxylon quindiuense,"Baker, W.J. s.n.; 1976-1160 (K)",,,,DNA bank,336,147618,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617953.Ceroxylon_quindiuense.a353.fasta
356,PAFTOL,Malpighiales,Balanopaceae,Balanops,Balanops vieillardii,MacKee 38214 (K),,,,DNA bank,347,226521,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180205.Balanops_vieillardii.a353.fasta
357,PAFTOL,Asparagales,Orchidaceae,Pterostylis,Pterostylis curta,"Chase, M.W. 15847 (K)",,,,DNA bank,276,99168,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006142.Pterostylis_curta.a353.fasta
