Species,Order,Family,Genus,Fasta file url,Alternative url
Aphloia theiformis,Crossosomatales,Aphloiaceae,Aphloia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180182.Aphloia_theiformis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Crossosomatales/Aphloiaceae/INSDC.ERR4180182.Aphloia_theiformis.a353.fasta
Croomia sp.,Pandanales,Stemonaceae,Croomia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451109.Croomia_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Pandanales/Stemonaceae/INSDC.SRR7451109.Croomia_sp.a353.fasta
Tigridia flammea,Asparagales,Iridaceae,Tigridia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180049.Tigridia_flammea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Iridaceae/INSDC.ERR4180049.Tigridia_flammea.a353.fasta
Strasburgeria robusta,Crossosomatales,Strasburgeriaceae,Strasburgeria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180149.Strasburgeria_robusta.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Crossosomatales/Strasburgeriaceae/INSDC.ERR4180149.Strasburgeria_robusta.a353.fasta
Biebersteinia odora,Sapindales,Biebersteiniaceae,Biebersteinia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180115.Biebersteinia_odora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Biebersteiniaceae/INSDC.ERR4180115.Biebersteinia_odora.a353.fasta
Vatica harmandiana,Malvales,Dipterocarpaceae,Vatica,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006153.Vatica_harmandiana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Dipterocarpaceae/INSDC.ERR5006153.Vatica_harmandiana.a353.fasta
Angraecum eburneum,Asparagales,Orchidaceae,Angraecum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006159.Angraecum_eburneum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5006159.Angraecum_eburneum.a353.fasta
Chysis bractescens,Asparagales,Orchidaceae,Chysis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006134.Chysis_bractescens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5006134.Chysis_bractescens.a353.fasta
Diatenopteryx sorbifolia,Sapindales,Sapindaceae,Diatenopteryx,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006127.Diatenopteryx_sorbifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5006127.Diatenopteryx_sorbifolia.a353.fasta
Bonnetia ahogadoi,Malpighiales,Bonnetiaceae,Bonnetia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4179967.Bonnetia_ahogadoi.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malpighiales/Bonnetiaceae/INSDC.ERR4179967.Bonnetia_ahogadoi.a353.fasta
Viviania marifolia,Geraniales,Francoaceae,Viviania,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180096.Viviania_marifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Geraniales/Francoaceae/INSDC.ERR4180096.Viviania_marifolia.a353.fasta
Alluaudia ascendens,Caryophyllales,Didiereaceae,Alluaudia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4179980.Alluaudia_ascendens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Caryophyllales/Didiereaceae/INSDC.ERR4179980.Alluaudia_ascendens.a353.fasta
Cyrilla racemiflora,Ericales,Cyrillaceae,Cyrilla,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451102.Cyrilla_racemiflora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Cyrillaceae/INSDC.SRR7451102.Cyrilla_racemiflora.a353.fasta
Anisoptera marginata,Malvales,Dipterocarpaceae,Anisoptera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180094.Anisoptera_marginata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Dipterocarpaceae/INSDC.ERR4180094.Anisoptera_marginata.a353.fasta
Petenaea cordata,Huerteales,Petenaeaceae,Petenaea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180020.Petenaea_cordata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Huerteales/Petenaeaceae/INSDC.ERR4180020.Petenaea_cordata.a353.fasta
Hernandia nymphaeifolia,Laurales,Hernandiaceae,Hernandia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180128.Hernandia_nymphaeifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Laurales/Hernandiaceae/INSDC.ERR4180128.Hernandia_nymphaeifolia.a353.fasta
Magonia pubescens,Sapindales,Sapindaceae,Magonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006131.Magonia_pubescens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5006131.Magonia_pubescens.a353.fasta
Majidea zanguebarica,Sapindales,Sapindaceae,Majidea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006130.Majidea_zanguebarica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5006130.Majidea_zanguebarica.a353.fasta
Cupania rubiginosa,Sapindales,Sapindaceae,Cupania,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006129.Cupania_rubiginosa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5006129.Cupania_rubiginosa.a353.fasta
Pseudopteris decipiens,Sapindales,Sapindaceae,Pseudopteris,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006128.Pseudopteris_decipiens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5006128.Pseudopteris_decipiens.a353.fasta
Callisthene fasciculata,Myrtales,Vochysiaceae,Callisthene,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180044.Callisthene_fasciculata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Myrtales/Vochysiaceae/INSDC.ERR4180044.Callisthene_fasciculata.a353.fasta
Hydrolea sp.,Solanales,Hydroleaceae,Hydrolea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180195.Hydrolea_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Solanales/Hydroleaceae/INSDC.ERR4180195.Hydrolea_sp.a353.fasta
Garrya elliptica,Garryales,Garryaceae,Garrya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180038.Garrya_elliptica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Garryales/Garryaceae/INSDC.ERR4180038.Garrya_elliptica.a353.fasta
Duckesia verrucosa,Malpighiales,Humiriaceae,Duckesia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006126.Duckesia_verrucosa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malpighiales/Humiriaceae/INSDC.ERR5006126.Duckesia_verrucosa.a353.fasta
Didymeles perrieri,Buxales,Buxaceae,Didymeles,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180131.Didymeles_perrieri.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Buxales/Buxaceae/INSDC.ERR4180131.Didymeles_perrieri.a353.fasta
Curatella americana,Dilleniales,Dilleniaceae,Curatella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006125.Curatella_americana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Dilleniales/Dilleniaceae/INSDC.ERR5006125.Curatella_americana.a353.fasta
Zygophyllum fabago,Zygophyllales,Zygophyllaceae,Zygophyllum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180043.Zygophyllum_fabago.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Zygophyllales/Zygophyllaceae/INSDC.ERR4180043.Zygophyllum_fabago.a353.fasta
Viscainoa geniculata,Zygophyllales,Zygophyllaceae,Viscainoa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180056.Viscainoa_geniculata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Zygophyllales/Zygophyllaceae/INSDC.ERR4180056.Viscainoa_geniculata.a353.fasta
Trimenia moorei,Austrobaileyales,Trimeniaceae,Trimenia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006124.Trimenia_moorei.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Austrobaileyales/Trimeniaceae/INSDC.ERR5006124.Trimenia_moorei.a353.fasta
Tetramerista sp.,Ericales,Tetrameristaceae,Tetramerista,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180196.Tetramerista_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Tetrameristaceae/INSDC.ERR4180196.Tetramerista_sp.a353.fasta
Rhopalocarpus lucidus,Malvales,Sphaerosepalaceae,Rhopalocarpus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180197.Rhopalocarpus_lucidus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Sphaerosepalaceae/INSDC.ERR4180197.Rhopalocarpus_lucidus.a353.fasta
Ixiolirion tataricum,Asparagales,Ixioliriaceae,Ixiolirion,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180177.Ixiolirion_tataricum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Ixioliriaceae/INSDC.ERR4180177.Ixiolirion_tataricum.a353.fasta
Gonocaryum litorale,Aquifoliales,Cardiopteridaceae,Gonocaryum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006123.Gonocaryum_litorale.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Aquifoliales/Cardiopteridaceae/INSDC.ERR5006123.Gonocaryum_litorale.a353.fasta
Triphyophyllum peltatum,Caryophyllales,Dioncophyllaceae,Triphyophyllum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006122.Triphyophyllum_peltatum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Caryophyllales/Dioncophyllaceae/INSDC.ERR5006122.Triphyophyllum_peltatum.a353.fasta
Lanaria lanata,Asparagales,Lanariaceae,Lanaria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180079.Lanaria_lanata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Lanariaceae/INSDC.ERR4180079.Lanaria_lanata.a353.fasta
Petrosavia stellaris,Petrosaviales,Petrosaviaceae,Petrosavia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180173.Petrosavia_stellaris.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Petrosaviales/Petrosaviaceae/INSDC.ERR4180173.Petrosavia_stellaris.a353.fasta
Ruptiliocarpon caracolito,Celastrales,Lepidobotryaceae,Ruptiliocarpon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451103.Ruptiliocarpon_caracolito.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Celastrales/Lepidobotryaceae/INSDC.SRR7451103.Ruptiliocarpon_caracolito.a353.fasta
Jagera javanica,Sapindales,Sapindaceae,Jagera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033206.Jagera_javanica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5033206.Jagera_javanica.a353.fasta
Euphorianthus euneurus,Sapindales,Sapindaceae,Euphorianthus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034625.Euphorianthus_euneurus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5034625.Euphorianthus_euneurus.a353.fasta
Dasypogon bromeliifolius,Arecales,Dasypogonaceae,Dasypogon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180000.Dasypogon_bromeliifolius.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Arecales/Dasypogonaceae/INSDC.ERR4180000.Dasypogon_bromeliifolius.a353.fasta
Lactoris fernandeziana,Piperales,Aristolochiaceae,Lactoris,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180046.Lactoris_fernandeziana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Piperales/Aristolochiaceae/INSDC.ERR4180046.Lactoris_fernandeziana.a353.fasta
Parthenocissus quinquefolia,Vitales,Vitaceae,Parthenocissus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180144.Parthenocissus_quinquefolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Vitales/Vitaceae/INSDC.ERR4180144.Parthenocissus_quinquefolia.a353.fasta
Opilia sp.,Santalales,Opiliaceae,Opilia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180198.Opilia_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Santalales/Opiliaceae/INSDC.ERR4180198.Opilia_sp.a353.fasta
Lacistema aggregatum,Malpighiales,Lacistemataceae,Lacistema,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4179965.Lacistema_aggregatum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malpighiales/Lacistemataceae/INSDC.ERR4179965.Lacistema_aggregatum.a353.fasta
Asteropeia micraster,Caryophyllales,Asteropeiaceae,Asteropeia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672046.Asteropeia_micraster.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Caryophyllales/Asteropeiaceae/INSDC.ERR3672046.Asteropeia_micraster.a353.fasta
Diplopeltis huegelii,Sapindales,Sapindaceae,Diplopeltis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033197.Diplopeltis_huegelii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5033197.Diplopeltis_huegelii.a353.fasta
Aponogeton distachyos,Alismatales,Aponogetonaceae,Aponogeton,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180034.Aponogeton_distachyos.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Alismatales/Aponogetonaceae/INSDC.ERR4180034.Aponogeton_distachyos.a353.fasta
Aeranthes grandiflora,Asparagales,Orchidaceae,Aeranthes,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033235.Aeranthes_grandiflora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033235.Aeranthes_grandiflora.a353.fasta
Acer campestre,Sapindales,Sapindaceae,Acer,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033234.Acer_campestre.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5033234.Acer_campestre.a353.fasta
Cypripedium calceolus,Asparagales,Orchidaceae,Cypripedium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033233.Cypripedium_calceolus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033233.Cypripedium_calceolus.a353.fasta
Gisekia africana,Caryophyllales,Gisekiaceae,Gisekia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672048.Gisekia_africana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Caryophyllales/Gisekiaceae/INSDC.ERR3672048.Gisekia_africana.a353.fasta
Amborella trichopoda,Amborellales,Amborellaceae,Amborella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451104.Amborella_trichopoda.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Amborellales/Amborellaceae/INSDC.SRR7451104.Amborella_trichopoda.a353.fasta
Ceratophyllum demersum,Ceratophyllales,Ceratophyllaceae,Ceratophyllum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451107.Ceratophyllum_demersum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ceratophyllales/Ceratophyllaceae/INSDC.SRR7451107.Ceratophyllum_demersum.a353.fasta
Sphenoclea zeylanica,Solanales,Sphenocleaceae,Sphenoclea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180212.Sphenoclea_zeylanica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Solanales/Sphenocleaceae/INSDC.ERR4180212.Sphenoclea_zeylanica.a353.fasta
Schisandra rubriflora,Austrobaileyales,Schisandraceae,Schisandra,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180153.Schisandra_rubriflora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Austrobaileyales/Schisandraceae/INSDC.ERR4180153.Schisandra_rubriflora.a353.fasta
Earina autumnalis,Asparagales,Orchidaceae,Earina,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033242.Earina_autumnalis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033242.Earina_autumnalis.a353.fasta
Eriopsis rutidobulbon,Asparagales,Orchidaceae,Eriopsis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033241.Eriopsis_rutidobulbon.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033241.Eriopsis_rutidobulbon.a353.fasta
Phragmipedium caudatum,Asparagales,Orchidaceae,Phragmipedium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033240.Phragmipedium_caudatum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033240.Phragmipedium_caudatum.a353.fasta
Catasetum discolor,Asparagales,Orchidaceae,Catasetum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033239.Catasetum_discolor.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033239.Catasetum_discolor.a353.fasta
Coelia triptera,Asparagales,Orchidaceae,Coelia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033238.Coelia_triptera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033238.Coelia_triptera.a353.fasta
Butomus umbellatus,Alismatales,Butomaceae,Butomus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451111.Butomus_umbellatus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Alismatales/Butomaceae/INSDC.SRR7451111.Butomus_umbellatus.a353.fasta
Limeum aethiopicum,Caryophyllales,Limeaceae,Limeum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672051.Limeum_aethiopicum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Caryophyllales/Limeaceae/INSDC.ERR3672051.Limeum_aethiopicum.a353.fasta
Stegnosperma cubense,Caryophyllales,Stegnospermataceae,Stegnosperma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672050.Stegnosperma_cubense.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Caryophyllales/Stegnospermataceae/INSDC.ERR3672050.Stegnosperma_cubense.a353.fasta
Lophiocarpus polystachyus,Caryophyllales,Lophiocarpaceae,Lophiocarpus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672049.Lophiocarpus_polystachyus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Caryophyllales/Lophiocarpaceae/INSDC.ERR3672049.Lophiocarpus_polystachyus.a353.fasta
Cattleya labiata,Asparagales,Orchidaceae,Cattleya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033226.Cattleya_labiata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033226.Cattleya_labiata.a353.fasta
Zostera marina,Alismatales,Zosteraceae,Zostera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180097.Zostera_marina.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Alismatales/Zosteraceae/INSDC.ERR4180097.Zostera_marina.a353.fasta
Pappea capensis,Sapindales,Sapindaceae,Pappea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033227.Pappea_capensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5033227.Pappea_capensis.a353.fasta
Mayaca fluviatilis,Poales,Mayacaceae,Mayaca,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180050.Mayaca_fluviatilis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Mayacaceae/INSDC.ERR4180050.Mayaca_fluviatilis.a353.fasta
Burmannia longifolia,Dioscoreales,Burmanniaceae,Burmannia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180083.Burmannia_longifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Dioscoreales/Burmanniaceae/INSDC.ERR4180083.Burmannia_longifolia.a353.fasta
Vahlia capensis,Vahliales,Vahliaceae,Vahlia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451105.Vahlia_capensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Vahliales/Vahliaceae/INSDC.SRR7451105.Vahlia_capensis.a353.fasta
Cyrtostylis reniformis,Asparagales,Orchidaceae,Cyrtostylis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033225.Cyrtostylis_reniformis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033225.Cyrtostylis_reniformis.a353.fasta
Ensete superbum,Zingiberales,Musaceae,Ensete,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180175.Ensete_superbum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Zingiberales/Musaceae/INSDC.ERR4180175.Ensete_superbum.a353.fasta
Tropidia curculigoides,Asparagales,Orchidaceae,Tropidia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033223.Tropidia_curculigoides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033223.Tropidia_curculigoides.a353.fasta
Trigonia eriosperma,Malpighiales,Trigoniaceae,Trigonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180042.Trigonia_eriosperma.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malpighiales/Trigoniaceae/INSDC.ERR4180042.Trigonia_eriosperma.a353.fasta
Chloraea magellanica,Asparagales,Orchidaceae,Chloraea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033232.Chloraea_magellanica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asparagales/Orchidaceae/INSDC.ERR5033232.Chloraea_magellanica.a353.fasta
Calandrinia ciliata,Caryophyllales,Montiaceae,Calandrinia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180045.Calandrinia_ciliata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Caryophyllales/Montiaceae/INSDC.ERR4180045.Calandrinia_ciliata.a353.fasta
